268,129,33,21,32804
268,129,33,21,32977
268,129,33,21,33034
268,130,33,20,32870
268,130,33,20,32938
268,129,33,21,32734
268,129,33,21,32735
268,130,33,20,32883
268,130,33,20,32964
268,129,33,21,32911
268,129,33,21,32962
268,129,33,21,32666
268,130,33,20,32985
268,129,33,21,32739
268,129,33,21,32584
268,130,33,20,32855
268,129,33,21,32995
268,129,33,21,32788
268,129,33,21,32919
268,129,33,21,32698
268,129,33,21,32798
267,130,34,20,32968
267,130,34,20,32690
267,129,34,20,33039
266,129,35,20,32928
265,130,36,20,32794
265,131,36,19,32899
263,132,38,19,33033
263,132,38,19,33050
261,133,39,19,33286
260,135,40,19,33272
258,137,42,19,33462
257,138,43,19,33136
258,140,42,19,33766
254,141,45,20,33462
254,142,46,20,33675
252,144,47,20,33733
255,145,44,21,33970
254,146,45,21,33907
255,147,44,22,34120
257,148,42,22,34261
258,148,41,23,34194
257,150,41,23,34314
257,150,41,24,34599
257,151,41,24,34247
254,151,44,25,34494
255,151,43,25,34645
248,152,50,25,34340
250,152,48,25,34302
247,152,51,25,34531
249,152,49,25,34561
250,152,48,25,34438
249,152,49,25,34561
254,152,44,25,34781
254,152,44,25,34735
254,152,44,25,34736
255,152,43,25,34702
252,152,46,25,34899
252,152,46,25,34672
252,152,46,25,34566
251,152,47,25,34621
251,152,47,25,34661
253,152,45,25,34677
252,152,46,25,34755
252,152,46,25,34678
254,152,44,25,34444
255,152,43,25,34557
253,152,45,25,34822
252,152,46,25,34580
254,152,44,25,34666
268,129,33,21,32852
270,130,31,21,33077
272,133,30,22,33552
274,137,28,23,34117
275,139,27,25,34505
277,142,25,26,35125
278,144,24,27,35791
280,146,23,29,36240
281,148,22,30,37387
282,150,21,31,38055
284,151,19,33,38270
285,152,18,34,38821
286,153,17,36,39392
288,153,16,38,40132
288,154,15,39,40581
289,153,15,41,41003
290,155,14,41,41300
291,158,13,40,41680
291,160,13,39,41661
292,161,12,39,41966
292,163,12,38,42049
293,165,11,37,41964
293,166,11,37,42540
293,166,11,37,42475
294,168,10,36,42792
294,168,10,36,42604
294,169,10,36,42911
294,169,10,36,42840
294,170,10,35,42890
294,170,10,35,43059
294,169,10,36,42677
294,169,10,36,43059
294,170,10,35,43135
294,169,10,36,42812
294,170,10,35,43377
294,169,10,36,42927
294,170,10,35,42702
294,170,10,35,43075
294,170,10,35,43218
294,170,10,35,43038
294,170,10,35,42806
294,170,10,35,43183
294,169,10,36,43017
294,169,10,36,42873
294,169,10,36,42924
294,169,10,36,43048
294,169,10,36,43090
294,170,10,35,42832
294,169,10,36,42771
294,169,10,36,43072
